CUSTOMER_ID,CUSTOMER_NAME,AGE,MARITAL_STATUS,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,HOUSE_TYPE,CITY,STATE
A00005084,Cathrine Fuller,51,Y,Y,2,HI,Masters,Mortgage,Grass Valley,CA
A00006790,Leslie Mann,32,Y,Y,2,HI,High School,Mortgage,Glendale,AZ
A00006730,Matthew Pelletier,34,Y,Y,2,MI,Masters,Own,Anchorage,AK
A00006158,Trista Villalobos,27,Y,Y,2,MI,Masters,Rent,Montgomery,AL
A00002455,John Singer,28,Y,N,3,MI,Masters,Mortgage,Manchester,CT
A00004478,Joanna Bennett,47,N,Y,5,HI,High School,Mortgage,Louisville,KY
A00003069,Jessica Spivey,56,Y,Y,6,LI,Bachelor,Mortgage,Tyndall Air Force Base,FL
A00003192,Nicholas Gilford,42,Y,Y,5,MI,Bachelor,Rent,Redding,CA
A00009490,Janet Miller,28,N,Y,2,MI,Masters,Own,Glendale,AZ
A00006341,Jesse Douglas,59,Y,Y,4,LI,Bachelor,Own,Louisville,KY
A00007820,Richard Giebner,44,Y,Y,6,MI,College,Mortgage,Montgomery,AL
A00009858,Christina Petty,62,Y,Y,5,HI,PhD,Mortgage,Union City,CA
A00004242,Bruce Schecter,51,Y,Y,4,MI,Bachelor,Rent,Oakland,CA
A00007199,Trevor Rowell,42,Y,Y,7,HI,PhD,Own,Arvada,CO
A00005384,Adam Perez,30,Y,N,2,MI,Masters,Mortgage,Montgomery,AL
A00004058,Marie Espinoza,51,Y,Y,6,MI,Bachelor,Rent,Glendale,AZ
A00000364,Russell Hill,62,N,Y,6,MI,MD,Mortgage,Piedmont,CA
A00003548,Robert Thompson,47,Y,Y,7,MI,College,Rent,Montgomery,AL
A00009820,Patricia Scruggs,25,Y,Y,2,LI,Bachelor,Mortgage,Melrose,MA
A00009667,Jack Leach,41,Y,Y,4,HI,High School,Mortgage,Anchorage,AK
A00001829,Nichole Hayhurst,36,Y,Y,6,LI,NA,Own,Anchorage,AK
A00007434,Ruth Comstock,35,Y,Y,4,HI,Bachelor,Mortgage,Cupertino,CA
A00009466,Paula Garcia,37,Y,Y,6,LI,High School,Mortgage,Windsor,VT
A00006241,Sherry Cardona,51,Y,Y,6,HI,High School,Own,Panama City Beach,FL
A00001982,Martha Trinka,41,Y,N,2,MI,High School,Mortgage,Montgomery,AL
A00001869,David Entrekin,37,N,Y,2,MI,College,Rent,Fayetteville,AR
A00007724,Lewis Whittaker,39,Y,Y,6,MI,College,Rent,Fayetteville,AR
A00009173,Anna Pepin,37,Y,N,2,HI,Bachelor,Rent,Oklahoma City,OK
A00002467,Leona Rivera,29,Y,Y,5,HI,Bachelor,Own,Hayward,CA
A00008640,David Hebrank,56,Y,Y,3,MI,MD,Rent,Montgomery,AL
A00003140,Norman Easter,26,Y,Y,5,MI,Bachelor,Own,Panama City,FL
A00002583,Ryan Beecher,43,N,Y,2,HI,NA,Rent,Dublin,CA
A00008852,John Racine,56,Y,N,5,MI,Bachelor,Own,Louisville,KY
A00002980,Bruce Scott,30,N,Y,6,MI,NA,Own,Anchorage,AK
A00008335,Monica Hill,53,N,N,6,LI,Bachelor,Own,Nashville,TN
A00004720,Stacey Lopez,51,Y,Y,6,MI,High School,Own,Hartford,VT
A00009706,Mariana Waller,55,Y,Y,6,HI,Masters,Own,Montgomery,AL
A00006080,Laura Marcus,51,Y,Y,7,MI,Bachelor,Mortgage,Midwest City,OK
A00003678,Violet Montoya,63,Y,Y,4,MI,Bachelor,Mortgage,Arvada,CO
A00006344,Jon Bailey,30,N,Y,6,MI,High School,Mortgage,Fayetteville,AR
A00002899,Diane Hooper,32,Y,Y,7,HI,College,Own,Glen Burnie,MD
A00009100,Jacqueline Woodard,57,Y,Y,2,HI,Bachelor,Mortgage,Nashville,TN
A00009920,Eva Pratt,46,Y,Y,4,LI,Bachelor,Mortgage,Merritt Island,FL
A00005901,Ron Morrison,33,Y,Y,6,HI,Masters,Mortgage,Arvada,CO
A00002543,Sherwood Wells,47,Y,Y,3,MI,Bachelor,Mortgage,Washington,DC
A00005382,Elizabeth Clark,50,N,Y,7,MI,Masters,Own,Panama City Beach,FL
A00002254,Jeremiah Guy,28,Y,Y,4,LI,Bachelor,Own,Oakland,CA
A00006165,Jerry Mankowski,35,Y,Y,6,LI,Masters,Rent,Fayetteville,AR
A00004234,James Hodges,42,N,Y,7,HI,Bachelor,Mortgage,Sacramento,CA
A00001553,Perry Wright,64,N,Y,3,MI,Bachelor,Mortgage,Arlington,MA
A00008791,William Santiago,37,N,Y,7,MI,NA,Mortgage,Anchorage,AK
A00006892,James Dill,35,Y,Y,5,LI,High School,Mortgage,Worcester,MA
A00003686,Traci Dorsey,58,N,Y,5,MI,Bachelor,Mortgage,Severn,MD
A00007200,Phyllis Mimnaugh,62,N,Y,6,MI,College,Mortgage,Manchester,CT
A00005681,Kandice Pickle,40,Y,Y,5,LI,Bachelor,Rent,Arvada,CO
A00007152,Michael Young,60,N,Y,6,LI,NA,Mortgage,Nashville,TN
A00009461,Julie Deal,57,Y,Y,7,LI,Bachelor,Own,Oklahoma City,OK
A00002433,Kenneth Duffield,37,N,Y,3,MI,Bachelor,Mortgage,Louisville,KY
A00006028,William Tollison,47,Y,Y,5,HI,NA,Own,Nashville,TN
A00008659,Clyde Mitchell,51,N,Y,5,MI,Masters,Mortgage,Charlton,MA
A00007354,Brian Howell,40,Y,Y,4,MI,PhD,Mortgage,Boxford,MA
A00007810,Carrie Hales,47,N,Y,6,MI,MD,Mortgage,Montgomery,AL
A00009868,Mary Henderson,44,N,Y,2,LI,High School,Own,Oklahoma City,OK
A00006601,Steven Caponigro,64,Y,Y,4,MI,High School,Mortgage,Hayward,CA
A00007769,Susan Whitfield,25,Y,Y,2,MI,High School,Rent,Severn,MD
A00007514,Jose Young,34,Y,Y,2,LI,Bachelor,Mortgage,Oklahoma City,OK
A00008141,Frances Jacobs,32,Y,Y,5,MI,High School,Mortgage,Panama City,FL
A00000296,Shelley Moore,49,Y,Y,6,HI,NA,Own,Lyndon,VT
A00006571,Jeanne Toney,48,N,N,5,MI,Bachelor,Own,Fremont,CA
A00002577,Jennifer Gomez,29,Y,Y,2,LI,PhD,Mortgage,Louisville,KY
A00006226,Darline Facundo,49,Y,N,3,LI,High School,Rent,Millis,MA
A00000715,Julio Reed,25,N,Y,5,MI,Masters,Rent,Woodland,CA
A00007957,Diana Sticht,26,N,N,7,LI,College,Rent,Norman,OK
A00007446,Jeffrey Horton,35,N,Y,4,LI,Bachelor,Own,Burlington,VT
A00000376,Lessie Garcia,29,Y,Y,7,MI,MD,Mortgage,Williamstown,VT
A00001616,Sylvia Moua,28,N,Y,6,MI,Bachelor,Own,Montgomery,AL
A00006543,Walter Laughary,32,N,Y,6,MI,Bachelor,Rent,Arvada,CO
A00001158,Kathleen Sims,27,Y,Y,2,HI,Bachelor,Own,Glendale,AZ
A00006103,George Rahm,26,Y,Y,6,MI,Bachelor,Mortgage,Glendale,AZ
A00006922,Steven Wise,43,Y,Y,2,MI,NA,Rent,Louisville,KY
A00005283,Betty Matthews,27,Y,Y,6,MI,High School,Rent,Tyngsborough,MA
A00007249,Melissa Cantley,64,Y,Y,6,HI,Bachelor,Mortgage,Brighton,VT
A00000480,Jeffrey Meyers,38,N,Y,2,LI,College,Mortgage,Essex,VT
A00000838,Clarence Miller,45,N,Y,3,HI,High School,Rent,Nashville,TN
A00007087,Frank Kym,53,Y,Y,2,HI,Bachelor,Own,Oklahoma City,OK
A00002172,Alta Kulik,40,Y,Y,6,HI,Bachelor,Mortgage,Louisville,KY
A00001258,Daniel Sansotta,56,N,Y,5,MI,High School,Rent,Arvada,CO
A00008417,Pamela Hunter,29,Y,Y,3,HI,College,Mortgage,Dummerston,VT
A00004314,Larry Eglinton,35,Y,Y,3,MI,High School,Own,Nashville,TN
A00007726,Jeffrey Whitt,42,Y,Y,2,MI,PhD,Mortgage,Tybee Island,GA
A00001567,John Cornett,62,Y,Y,2,HI,Masters,Rent,Panama City,FL
A00006864,Tina Searcy,39,Y,Y,4,LI,College,Rent,Oklahoma City,OK
A00006776,Dale Criswell,35,Y,Y,3,MI,High School,Rent,Port Wentworth,GA
A00009604,Lorena Soles,59,Y,Y,5,LI,Bachelor,Mortgage,Washington,DC
A00001331,Ok Murray,39,Y,Y,7,HI,Bachelor,Mortgage,Panama City,FL
A00005903,Antoinette Stanley,53,Y,Y,6,HI,Bachelor,Mortgage,Oklahoma City,OK
A00007460,Jesus Perry,52,Y,Y,4,HI,Masters,Mortgage,Arvada,CO
A00005287,Marguerite Merlino,62,Y,Y,6,MI,NA,Mortgage,Anchorage,AK
A00009450,Duane Davis,37,Y,Y,3,HI,High School,Mortgage,Savannah,GA
A00005809,Bradley Alston,25,N,Y,3,HI,High School,Own,Montgomery,AL
A00001208,Anne Bybee,27,N,Y,7,HI,College,Rent,Oklahoma City,OK
A00002938,Antony Aaron,48,Y,Y,7,HI,Bachelor,Mortgage,Deale,MD
A00006584,Denny Harvey,57,Y,Y,6,LI,NA,Own,Washington,DC
A00003427,Gail King,59,Y,Y,6,MI,Bachelor,Mortgage,Berkeley,CA
A00008521,Reynalda Canada,63,Y,Y,6,LI,High School,Own,Hayward,CA
A00009219,Ernestine Wackerly,29,Y,Y,5,HI,College,Rent,Panama City,FL
A00004402,Jerry Marsh,43,Y,Y,5,LI,Bachelor,Mortgage,Tybee Island,GA
A00003472,Cristina Prichard,60,Y,Y,2,MI,Masters,Mortgage,Norman,OK
A00001803,Michael Ashley,38,Y,Y,6,LI,High School,Own,Glen Burnie,MD
A00008558,William Baskin,29,Y,Y,3,LI,Bachelor,Mortgage,Manchester,CT
A00008334,Inez Faucher,35,Y,Y,7,MI,MD,Mortgage,Arvada,CO
A00000319,Beverly Sanderson,57,N,Y,2,HI,NA,Rent,Haverhill,MA
A00009400,Jean Guevara,49,N,Y,7,LI,High School,Own,Fairfield,CA
A00005436,Barbara Mathews,29,N,Y,2,LI,Bachelor,Mortgage,Anchorage,AK
A00005703,Drew Soares,63,Y,Y,2,MI,High School,Own,Louisville,KY
A00006923,Shirley Lancaster,42,Y,Y,3,MI,High School,Mortgage,Manchester,CT
A00002844,James Gannon,41,Y,Y,7,LI,Masters,Mortgage,Washington,DC
A00006762,Carolyn Moyers,61,Y,Y,7,LI,High School,Rent,Fayetteville,AR
A00005155,Edward Lange,39,N,N,7,HI,Masters,Mortgage,Panama City Beach,FL
A00002362,Kenneth Deshong,51,Y,Y,2,LI,Masters,Rent,Hayward,CA
A00001629,Bernice Odonnell,61,Y,Y,7,MI,Masters,Mortgage,Glendale,AZ
A00002992,Veda Briggs,26,N,Y,4,LI,Bachelor,Rent,Hayward,CA
A00001195,Diane Kelly,44,Y,Y,2,LI,NA,Mortgage,Medway,MA
A00009570,Joe Simpkins,25,Y,Y,4,MI,Bachelor,Own,Pasadena,MD
A00005588,Howard Leclair,48,N,Y,6,LI,High School,Mortgage,Panama City Beach,FL
A00007531,Charles Guyette,45,Y,Y,2,LI,Bachelor,Mortgage,Severna Park,MD
A00001770,George Lepe,25,N,Y,7,LI,NA,Mortgage,Franklin,VT
A00006419,Brittany Barry,36,Y,N,5,MI,Masters,Own,Anchorage,AK
A00009731,Stephan Athans,46,Y,Y,7,MI,Bachelor,Mortgage,Fountain,FL
A00007552,Leslie Davidson,52,Y,Y,7,MI,College,Own,Anchorage,AK
A00007138,Michael Boone,56,N,Y,4,HI,PhD,Rent,Arvada,CO
A00005019,Darryl Dahlman,60,Y,Y,5,HI,High School,Mortgage,Montgomery,AL
A00007382,Margaret Rhodes,38,N,Y,2,MI,MD,Own,Glendale,AZ
A00006831,John Chambers,38,Y,Y,5,LI,College,Rent,Savannah,GA
A00000676,Velma Sloan,50,Y,Y,7,MI,High School,Rent,Louisville,KY
A00002517,Wayne Blue,30,Y,Y,3,LI,College,Own,Manchester,CT
A00004727,Irma Wineman,29,Y,Y,5,HI,NA,Own,Conway,AR
A00008571,Jerry Hart,48,Y,Y,3,MI,College,Rent,Montgomery,AL
A00003351,Sylvester Young,37,Y,Y,3,HI,NA,Mortgage,Severn,MD
A00001311,Joel Shelby,40,Y,Y,2,LI,PhD,Rent,Panama City,FL
A00009679,Michael Tappen,54,Y,Y,4,MI,Bachelor,Mortgage,Nashville,TN
A00009216,Raul Campbell,45,Y,N,4,MI,NA,Mortgage,Savannah,GA
A00001253,Alice Vecker,49,Y,Y,6,LI,College,Rent,Oklahoma City,OK
A00004405,Jason Albertson,34,Y,N,4,MI,College,Own,Washington,DC
A00005679,Christy Hindman,62,Y,Y,3,LI,College,Own,Oakland,CA
A00004155,Katrina Carey,63,Y,Y,3,HI,College,Mortgage,Redding,CA
A00000933,Trinidad Harton,53,N,Y,3,MI,High School,Mortgage,Quincy,MA
A00006110,Debbie Via,40,N,Y,5,MI,Bachelor,Own,Glen Burnie,MD
A00005554,Irene Maldonado,36,N,Y,4,MI,Bachelor,Mortgage,Peoria,AZ
A00003207,Leila Jones,55,Y,Y,6,MI,Bachelor,Mortgage,Arvada,CO
A00007322,Vincent Griffin,64,N,Y,6,MI,High School,Mortgage,Washington,DC
A00003497,Mark Smothers,26,N,Y,3,LI,Bachelor,Rent,Arvada,CO
A00006692,Kathy Shireman,43,Y,Y,5,HI,PhD,Mortgage,Fayetteville,AR
A00001957,Kevin Young,27,N,Y,7,LI,Bachelor,Own,Del City,OK
A00003451,Eric Cummings,53,N,Y,3,MI,Bachelor,Mortgage,Severn,MD
A00001658,Raymond Hileman,36,Y,Y,6,MI,High School,Rent,Boulder,CO
A00008385,Paul Pollard,43,Y,N,5,LI,High School,Mortgage,Arvada,CO
A00007171,James Hall,50,Y,Y,4,MI,MD,Mortgage,Anchorage,AK
A00005022,Elizabeth Hughes,34,Y,Y,3,MI,College,Rent,Alameda,CA
A00005531,Lisa Hargrove,28,Y,Y,3,HI,High School,Mortgage,Montgomery,AL
A00005104,Gary Grindle,35,N,Y,2,MI,Bachelor,Own,Ludlow,VT
A00003044,Geoffrey Mccurry,55,Y,Y,4,HI,High School,Rent,Anchorage,AK
A00001631,Roberta Babino,38,Y,Y,6,MI,Masters,Own,Nashville,TN
A00008874,Bill Morris,47,Y,Y,5,LI,High School,Rent,Montgomery,AL
A00004274,Cynthia Olson,29,N,Y,5,MI,High School,Own,Washington,DC
A00007377,Carmela Diaz,28,Y,N,4,HI,Bachelor,Own,Nashville,TN
A00001145,Albert Norris,54,Y,Y,5,MI,Bachelor,Mortgage,Fayetteville,AR
A00002188,Linda Pereira,63,N,Y,3,MI,High School,Mortgage,Arvada,CO
A00004117,Genevieve Elkins,39,Y,Y,7,MI,Bachelor,Mortgage,Savannah,GA
A00008110,William Petit,33,Y,Y,2,LI,Bachelor,Rent,Savannah,GA
A00005260,Gladys Diego,51,N,Y,3,HI,Masters,Own,Anchorage,AK
A00005642,Curtis Ness,28,Y,Y,7,LI,MD,Own,Livermore,CA
A00009733,Joseph Hayes,31,Y,Y,7,MI,Bachelor,Mortgage,Arvada,CO
A00007683,Jessica Frazier,41,Y,Y,7,MI,Bachelor,Rent,Washington,DC
A00009023,Jonathan Comee,25,Y,Y,5,HI,MD,Mortgage,Nashville,TN
A00001123,Walter Houck,37,Y,N,5,HI,Masters,Rent,Montgomery,AL
A00007036,Willie Cribb,52,N,Y,6,LI,Bachelor,Rent,Williamstown,VT
A00000022,Virginia Kepler,43,N,Y,3,LI,NA,Rent,,VT
A00003188,David Tremblay,36,Y,Y,7,MI,Bachelor,Mortgage,Panama City,FL
A00005238,Alice Carroll,55,Y,Y,7,MI,Bachelor,Mortgage,Moore,OK
A00002671,Mable Gerald,31,Y,Y,5,LI,Bachelor,Mortgage,Vershire,VT
A00006702,Patricia Buckner,56,Y,Y,5,LI,Bachelor,Mortgage,Glendale,AZ
A00002298,Juan White,57,Y,Y,3,MI,Bachelor,Rent,Nashville,TN
A00008162,Amy Veit,59,Y,N,2,MI,College,Own,Glendale,AZ
A00005441,Donna Mcgeeney,29,Y,Y,5,LI,College,Own,Glen Burnie,MD
A00009246,Michael Marshall,46,Y,Y,6,MI,College,Rent,Piedmont,CA
A00004668,Matthew Griffin,52,N,Y,2,HI,Bachelor,Own,Annapolis,MD
A00000370,Justin Crites,32,Y,Y,3,MI,Bachelor,Own,Glendale,AZ
A00001597,Grace Mcfarlin,53,Y,Y,4,HI,High School,Mortgage,Oklahoma City,OK
A00004880,Melinda Reed,63,Y,Y,3,MI,Bachelor,Own,Arvada,CO
A00008300,Robert Silvia,50,Y,Y,3,MI,High School,Mortgage,Anchorage,AK
A00008137,Iris Motyka,60,Y,Y,5,MI,High School,Own,Arvada,CO
A00002519,Lu Savitch,49,Y,Y,2,MI,Masters,Mortgage,Oakland,CA
A00000649,Joseph Zachery,42,N,Y,7,MI,Bachelor,Mortgage,Washington,DC
A00009915,Frankie Robinson,39,N,Y,6,HI,Bachelor,Rent,Panama City,FL
A00004008,Tawana Morris,49,Y,Y,4,HI,Masters,Own,Berkeley,CA
A00004907,Marc Lovejoy,26,Y,Y,2,MI,Bachelor,Mortgage,Indian Springs Village,AL
A00005640,Dora Loveall,27,N,Y,2,MI,College,Rent,Oakland,CA
A00002581,Mindy Horr,38,N,Y,3,HI,Bachelor,Mortgage,Fayetteville,AR
A00006260,Dana Simmons,35,N,Y,4,MI,Bachelor,Rent,Savannah,GA
A00004623,Robert Krantz,38,Y,Y,3,MI,High School,Rent,Nashville,TN
A00000774,Joy Lawless,57,Y,Y,4,HI,Bachelor,Rent,Watertown,MA
A00008189,Paulette Smith,49,Y,Y,4,MI,NA,Rent,Hanover,MD
A00003645,Javier Calzada,35,Y,Y,2,MI,High School,Mortgage,Panama City,FL
A00001254,Robert Hulstine,35,Y,Y,5,MI,Bachelor,Rent,Edmond,OK
A00001505,Donna Long,45,N,Y,6,MI,PhD,Mortgage,Washington,DC
A00006125,Michael Hilker,32,Y,Y,2,LI,Bachelor,Mortgage,Nashville,TN
A00007861,Heather Macqueen,35,N,N,4,MI,Bachelor,Mortgage,Louisville,KY
A00008125,Melissa Ebling,35,Y,Y,2,LI,High School,Rent,Brentwood,TN
A00001072,Ann Thomas,46,Y,N,6,LI,Bachelor,Mortgage,Nashville,TN
A00007599,Robert Nelson,39,Y,Y,6,HI,Bachelor,Mortgage,Glendale,AZ
A00001621,Shirley Sevilla,63,Y,Y,3,HI,PhD,Mortgage,Glendale,AZ
A00002589,Mary Fogg,29,Y,Y,7,MI,Bachelor,Own,Arvada,CO
A00003697,Wesley Johnson,57,Y,Y,5,LI,NA,Rent,Glendale,AZ
A00001791,Christopher Morehead,58,Y,Y,2,HI,Bachelor,Mortgage,Anchorage,AK
A00001801,Paul Maretti,49,N,Y,5,MI,Bachelor,Rent,Manchester,CT
A00001939,James Leser,39,Y,Y,2,MI,Bachelor,Mortgage,Anchorage,AK
A00003300,Gerald Custer,63,Y,Y,2,LI,Bachelor,Mortgage,Twentynine Palms,CA
A00009958,Cynthia Jackson,60,Y,Y,6,LI,MD,Own,Panama City,FL
A00008647,Dorothy Brock,59,Y,Y,2,MI,MD,Mortgage,Louisville,KY
A00008592,Donna Marable,42,Y,Y,2,MI,High School,Own,Arvada,CO
A00005025,Esther Deleon,41,Y,Y,6,MI,Masters,Rent,Louisville,KY
A00001054,Katelyn Castro,33,Y,Y,6,HI,High School,Mortgage,Washington,DC
A00006481,Harriet Goode,49,Y,Y,6,LI,Bachelor,Own,Fayetteville,AR
A00002782,Richard Segura,57,Y,Y,5,MI,Bachelor,Own,Savannah,GA
A00003710,Bertha Sierra,55,Y,Y,3,MI,Bachelor,Own,Anchorage,AK
A00000658,Mark Peno,25,Y,Y,7,HI,NA,Rent,Manchester,CT
A00007021,Natalie Parkinson,48,Y,Y,7,MI,Masters,Own,Cupertino,CA
A00007094,Delilah Woodman,33,Y,Y,5,MI,Bachelor,Own,Weathersfield,VT
A00009040,Tonya Clapper,40,Y,Y,5,MI,High School,Mortgage,Louisville,KY
A00007393,Emma Crabtree,45,N,Y,6,LI,Bachelor,Rent,Savannah,GA
A00008959,Shari Gray,43,Y,Y,2,LI,High School,Mortgage,Montgomery,AL
A00004278,Kevin Williams,29,N,Y,3,MI,High School,Own,Glendale,AZ
A00001947,Lorraine Rosier,32,Y,Y,4,MI,Bachelor,Rent,Glendale,AZ
A00004952,Francis Mangino,48,Y,Y,2,MI,Bachelor,Mortgage,Annapolis,MD
A00005386,Sharon Atchison,52,Y,Y,2,LI,High School,Own,Washington,DC
A00004275,Samuel Depp,39,Y,Y,5,MI,Bachelor,Own,Nashville,TN
A00005379,Franklin Treadwell,32,Y,Y,7,MI,Masters,Own,Moore,OK
A00001199,Adele Milbourn,52,Y,Y,5,MI,Bachelor,Own,Arvada,CO
A00001866,Roland Jones,50,N,N,6,HI,High School,Rent,Mexico Beach,FL
A00004116,Eugene Perry,39,Y,Y,7,MI,Bachelor,Rent,Glendale,AZ
A00004825,Odessa Deleon,53,N,Y,6,LI,PhD,Mortgage,Fayetteville,AR
A00002616,Larry Mclean,39,Y,Y,2,MI,College,Rent,Fremont,CA
A00004163,James Harris,33,Y,Y,6,HI,PhD,Mortgage,Arvada,CO
A00006661,Michelle Williams,54,N,Y,7,MI,Bachelor,Rent,Oklahoma City,OK
A00007067,Kathryn Dean,39,N,Y,4,MI,Bachelor,Mortgage,Rohnert Park,CA
A00002699,Nancy Hudson,53,N,Y,5,MI,PhD,Mortgage,Anchorage,AK
A00002209,Catherine Moore,25,Y,Y,7,MI,High School,Own,Fayetteville,AR
A00002361,Richard Linstrom,61,N,Y,5,MI,High School,Rent,Anchorage,AK
A00009083,Willard Noyes,55,Y,Y,2,HI,High School,Own,,VT
A00002307,Earl Brimage,52,Y,Y,3,MI,College,Mortgage,Manchester,CT
A00004808,Nelda Vasko,54,N,Y,6,MI,High School,Rent,Fayetteville,AR
A00002132,Jeffrey Lockwood,25,N,Y,6,MI,PhD,Own,Oklahoma City,OK
A00006676,Todd Shields,25,N,Y,6,LI,High School,Mortgage,Hayward,CA
A00006858,Melissa Gray,26,Y,Y,3,MI,High School,Rent,Anchorage,AK
A00003963,Wendy Wilson,47,Y,Y,3,LI,Bachelor,Rent,Lynn Haven,FL
A00001879,Carol Berg,39,N,Y,4,LI,Masters,Mortgage,Arvada,CO
A00006323,Virginia Allison,64,Y,Y,3,HI,High School,Rent,Montgomery,AL
A00005732,Tracey Lawrence,27,Y,N,6,LI,Bachelor,Rent,Montgomery,AL
A00000790,Melisa Kump,26,Y,Y,5,HI,Bachelor,Rent,Washington,DC
A00009226,Alana Anderson,38,N,Y,4,LI,High School,Mortgage,Louisville,KY
A00004513,Ida Benson,32,Y,Y,6,MI,Masters,Rent,Anchorage,AK
A00000380,Annie Curry,55,Y,Y,2,MI,College,Rent,Panama City,FL
A00009014,James Hance,39,Y,Y,2,MI,High School,Mortgage,Louisville,KY
A00006154,Katrina Patel,57,N,Y,2,MI,High School,Rent,Nashville,TN
A00009941,Ollie Williamson,55,N,Y,7,MI,Bachelor,Mortgage,Nashville,TN
A00006555,Douglas Alvarez,35,Y,Y,7,HI,High School,Mortgage,Glendale,AZ
A00006500,Tamela Gilkes,61,Y,Y,4,MI,Bachelor,Own,Glendale,AZ
A00005862,David Angel,26,N,Y,3,MI,High School,Rent,Fruita,CO
A00004947,Dora Gust,29,Y,Y,3,LI,Bachelor,Mortgage,Youngstown,FL
A00008656,Hattie Ward,44,N,Y,7,MI,Bachelor,Rent,Oklahoma City,OK
A00000328,Monica Patel,34,N,Y,2,LI,High School,Own,Alburgh,VT
A00007099,Roy Ledesma,34,Y,Y,7,LI,High School,Mortgage,Savannah,GA
A00003899,Travis Ford,45,N,Y,5,MI,Masters,Mortgage,Milton,MA
A00004033,Edward Almy,36,N,Y,6,LI,MD,Mortgage,Washington,DC
A00001889,Crystal Brumback,25,Y,Y,6,LI,MD,Own,Pasadena,MD
A00008713,John Bouman,54,Y,N,6,LI,High School,Own,Montgomery,AL
A00000615,Brenna Stephens,26,Y,Y,6,MI,NA,Own,Louisville,KY
A00004355,Glenna Kennedy,37,N,Y,5,MI,High School,Mortgage,Anchorage,AK
A00003488,Henry Hendricks,49,Y,Y,7,LI,Bachelor,Rent,Annapolis,MD
A00004352,Dennis Kemp,26,Y,Y,4,LI,PhD,Mortgage,Oklahoma City,OK
A00007910,Benjamin Ramos,43,Y,Y,2,MI,Bachelor,Own,Montgomery,AL
A00007845,John Le,25,Y,Y,2,HI,Bachelor,Mortgage,Glendale,AZ
A00000636,Timothy Stewart,29,Y,Y,4,MI,Bachelor,Mortgage,Castro Valley,CA
A00000807,Gerry Bridgman,58,Y,Y,2,MI,Masters,Rent,Manchester,CT
A00001551,Mary Lemme,59,Y,Y,3,MI,College,Own,Arvada,CO
A00005092,Cathy Farmer,35,Y,Y,5,LI,High School,Mortgage,Pasadena,MD
A00004122,Christopher Galyen,39,Y,Y,2,HI,PhD,Rent,Nashville,TN
A00009498,Marsha Nadeau,50,Y,Y,5,MI,Bachelor,Mortgage,Panama City Beach,FL
A00006973,Patricia Carter,57,N,Y,3,HI,Bachelor,Mortgage,Manchester,CT
A00005688,Steve Mavai,64,Y,Y,2,MI,High School,Own,Brooklyn Park,MD
A00004881,Cecile Cadiz,50,Y,Y,7,MI,Bachelor,Mortgage,Burlington,VT
A00008678,Marcia Oetting,25,Y,Y,3,HI,NA,Mortgage,Anchorage,AK
A00009143,Betty Richman,46,N,Y,7,MI,College,Mortgage,Norman,OK
A00005395,Nathaniel Flannery,52,N,Y,4,MI,Masters,Mortgage,San Leandro,CA
A00001867,Robin Taylor,56,Y,Y,7,MI,Masters,Own,Panama City,FL
A00006655,Charles Watson,28,Y,Y,4,MI,Bachelor,Rent,Savannah,GA
A00001121,Richard Ellis,51,Y,Y,4,MI,MD,Rent,Manchester,CT
A00004595,Tiffany Cser,33,N,N,6,MI,College,Rent,Nashville,TN
A00007809,Nathaniel Morgan,58,Y,N,4,LI,High School,Own,Worcester,MA
A00002326,Randi Haight,57,N,Y,2,LI,NA,Own,Arvada,CO
A00001546,Jacob Galentine,26,N,Y,2,HI,High School,Mortgage,Wilmington,VT
A00007086,Terry Carvajal,56,Y,Y,2,LI,High School,Mortgage,Nashville,TN
A00006398,William Barkley,44,Y,N,3,LI,MD,Mortgage,Castro Valley,CA
A00003640,Mary Brockway,49,Y,Y,5,LI,High School,Mortgage,Fayetteville,AR
A00000411,Steve Chaput,27,Y,Y,3,HI,Bachelor,Rent,Anchorage,AK
A00002223,Danielle Reynolds,25,Y,Y,5,MI,Bachelor,Mortgage,Nashville,TN
A00005869,Jeffery Bryant,43,N,Y,6,HI,NA,Mortgage,Fremont,CA
A00001790,Carolyn Schmucker,41,N,Y,4,HI,Bachelor,Own,Agawam,MA
A00002675,Joe Maclean,57,Y,Y,2,LI,MD,Own,Washington,DC
A00002309,Paul Rider,55,N,Y,5,MI,High School,Own,Millersville,MD
A00007441,Shirley Patterson,51,Y,N,5,LI,High School,Mortgage,Manchester,CT
A00007677,Richard Brown,60,N,Y,5,MI,High School,Mortgage,Arvada,CO
A00000044,Nancy Blumberg,42,Y,Y,5,HI,Bachelor,Mortgage,Savannah,GA
A00006326,Pam Gentile,34,Y,Y,2,MI,Masters,Mortgage,Louisville,KY
A00007547,Nathan Susanin,58,Y,Y,4,MI,Bachelor,Mortgage,Glendale,AZ
A00001786,Christopher Bartkowski,55,Y,Y,2,MI,College,Mortgage,Anchorage,AK
A00000971,Hugh Haynes,57,N,Y,6,HI,High School,Rent,Montgomery,AL
A00002503,Willie Weaver,26,N,Y,6,HI,Bachelor,Own,Louisville,KY
A00003970,Lorene Newton,38,Y,Y,6,MI,Masters,Rent,Glendale,AZ
