AGENT_ID,AGENT_NAME,CITY,STATE
AGENT00815,Inez Mackenzie,Fayetteville,AR
AGENT00961,Joyce Hall,Glendale,AZ
AGENT00491,Joel Nix,Louisville,KY
AGENT00702,William Cole,Barre,VT
AGENT00975,James Trotter,Chicopee,MA
AGENT01066,Amy King,Montgomery,AL
AGENT00054,William Vang,Bloomingdale,GA
AGENT00316,Elizabeth King,Washington,DC
AGENT00543,Lucia Holt,New Bedford,MA
AGENT00554,Daniel Benevides,Glen Burnie,MD
AGENT01117,Karen Rawling,Hurstbourne Acres,KY
AGENT00236,Jan Jones,Louisville,KY
AGENT00622,Roscoe Wooden,Anchorage,AK
AGENT00640,Mary Woods,Arvada,CO
AGENT00789,Alison Baron,Arvada,CO
AGENT00807,Don Filkins,Arvada,CO
AGENT00845,Josephine Kraemer,Panama City,FL
AGENT00979,Irene Gonzalez,Washington,DC
AGENT00991,Earl King,Oklahoma City,OK
AGENT00065,Elizabeth Curry,Glendale,AZ
AGENT00309,Lee Nieland,Annapolis,MD
AGENT00666,Fernando Tippets,Edmond,OK
AGENT00814,Kelli Miles,Washington,DC
AGENT01024,Derek Mcnorton,Panama City,FL
AGENT00386,Justin Bowers,Bakersfield,CA
AGENT00847,Rose Cole,Oakland,CA
AGENT00862,Earl Knight,Norman,OK
AGENT00939,Robin Mrozinski,Arvada,CO
AGENT01016,Elise Oconor,Panama City,FL
AGENT01034,Charles Caddel,Oklahoma City,OK
AGENT00094,Claudia Lennon,Crofton,MD
AGENT00380,Louise Turney,Hartford,VT
AGENT00753,Constance Nathanson,Anchorage,AK
